Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá
FPT,2019,3,0.5592274031000001,0.9861279617,0.4421189829317452,1.097063385318779,0.876741122,3.8895550026,73.83011534428938,33.5044744636,46.9001585643,154.2347483721894,10.8940673102,0.16787086575897292,0.39169182469244035,0.13514322194383288,0.2030132131,0.1578555784,0.1045045737,5223017664979.0,1192617437145,0.0353982301,1.1965324619,0.2097027003,1.1040154679,-11.866141273058975,1.9861279616721472,38322611628000.0,678276312.0,12.0830594228,2.8220254113,1.4434553356,11.9985839157,1415.5116342055005,20021.0812323326,8.886838031
FPT,2019,2,0.4953566208,0.9218550717,0.43743998291867786,1.0669759311522324,0.8716569725,3.96281366,75.44854528110467,35.0734300099,47.8432369596,158.36521225060469,10.4067380891,0.15827807389257226,0.3776970868945193,0.11598501804204087,0.1944310763,0.1552347021,0.100209183,4881708506520.0,1080393236621,0.0346020761,1.2644861151,0.2182620296,1.1576186747,-14.92472612245002,1.9218550716939815,39204370833600.0,678276312.0,13.3380377083,2.9448058899,1.5385785117,12.3561323545,1167.2297398895453,19627.7792697189,9.457146938
FPT,2019,1,0.46861337329999997,0.8508182178,0.43073423814685974,1.0485686453973289,0.855334178,3.9842143467,75.24631573047554,35.0538579573,47.329648628,157.62982231577556,10.4125486115,0.14297333472448684,0.4022480365421747,0.11052793246541985,0.187294231,0.1453089179,0.0968427628,4473307925781.0,810155486857,0.0418410042,1.3312048006,0.2107300132,1.2158953271,-11.143378829543595,1.8508182178018082,32421607713600.0,678276312.0,11.8322510721,2.4770216743,1.3436642492,9.5882150198,923.3763073256198,19297.3684875951,8.745029054
FPT,2018,4,0.4962754655,1.0140186822,0.4412260163990851,0.9965914532699282,0.8478786408,3.9475378281,84.60448996950805,30.5455943997,60.3178155698,175.46789993900805,11.9493500511,0.12197408108633266,0.36982819137108175,0.1131199543754312,0.187066446,0.1435909114,0.0957024994,4286449299991.0,848018283943,0.0403632694,1.2736762983,0.2716550038,1.1809025594,-11.335414415079645,2.013568663048784,30553600081800.0,616621596.0,11.6044385987,2.4435468424,1.3161975389,8.4735199955,1275.4344739119388,20277.9006071562,8.371182923
FPT,2018,3,0.5168358749,0.9824389761,0.39547684328715105,0.9562222850657728,1.1017608384,5.3563361905,59.46617031968447,23.1825635117,34.3245633155,116.97329714688448,15.7445918272,0.14698462333403822,0.380326015386099,0.12009788714694734,0.2354154541,0.1485216357,0.1244352955,4313081825014.0,887207848753,0.0347222222,1.3070021461,0.2980629372,1.1913408723,-14.301578869190921,1.9824389760828742,26505549907200.0,613554396.0,8.1434833081,2.2325216266,0.9217132799,9.2019958813,1181.5055508134603,19350.316469963,7.3809406585
FPT,2018,2,0.0,0.0,0.39024448121776406,0.9373716960758596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13133226195701067,0.3654688673591058,0.10855933955393114,0.0,0.0,0.0,0.0,718947306103,0.0365853659,0.0,0.0,0.0,-13.050709311172131,1.8930549400669887,25155730236000.0,613554396.0,8.0738975063,2.1387875485,0.7497542675,8.9032332122,968.5895003725146,19169.7394298712,6.5361769675
FPT,2018,1,0.430043577,0.7993679377,0.37338097714098123,0.9383348205456933,1.4112428964,7.5629509602,49.38596863984602,34.8165666461,32.6373216803,116.83985696624603,10.4835150378,0.13943563538059425,0.3905810782420806,0.10714344640282303,0.2311204592,0.1635366381,0.1121954873,4242880876661.0,662426439907,0.0346420323,1.5100191904,0.2922991955,1.3977829515,-14.273781578775065,1.799367937747448,26566905346800.0,613554396.0,8.7630467058,1.9245976182,0.6986803404,9.5535771899,829.6146607855125,22498.2092835821,6.8293945632
FPT,2017,4,0.39637854759999996,0.8884247172,0.3977686226832765,0.8934496163454779,1.5559483714,8.6728571203,43.876307039044335,31.219359101,33.4079995343,108.50366567434432,11.6914635825,0.0702360649933812,0.22811155003710787,0.11361037851489639,0.2375011948,0.1767040739,0.1069259074,4206055335364.0,877651420842,0.0263157895,1.4467963112,0.3135631908,1.3548881365,-12.462678448205475,1.8908454842838223,30411397245000.0,533533285.0,10.3238834602,2.648071374,0.7129017248,15.2223275541,2660.83764663155,21525.099572738,8.0289070788
FPT,2017,3,0.7096066513,1.2782103394,0.37639941202068766,0.8798704815878307,1.4731836769,9.106494199,45.02200839736918,50.3915490171,34.6689707425,130.08252815696918,7.2432780321,0.07711581602463534,0.223044266850639,0.05379281686243091,0.1784203136,0.1526543634,0.0749936495,4300245202571.0,835256675182,0.03125,1.3803766682,0.3312978698,1.1017032851,-9.812780495889811,2.2782103394213253,33976238656000.0,530878729.0,15.6354589847,3.1965960287,0.7976467993,16.4670663663,1097.5023495978119,20021.2974754959,8.6820325605
FPT,2017,2,0.8084128503000001,1.3082537355,0.3909883226461329,0.8202240371417358,1.4780933367,9.0869426612,44.03849592134321,52.1270139561,35.1718363892,131.3373462666432,7.00212754,0.07991450624707486,0.2444608679802332,0.05144274496221091,0.1764887544,0.1550969539,0.0731054804,4263480131270.0,794885826968,0.0398406375,1.3719979327,0.3106166224,1.0884915784,-7.938370019478215,2.3082537355310486,26650112195800.0,530878729.0,12.9354978307,2.6638095042,0.6418669383,9.8712910433,963.846650943892,18845.191414776,7.2539969868
FPT,2017,1,0.9124588543000001,1.3374634514,0.3733012553039728,0.808764834960198,1.4784587183,9.0009893808,43.59222610332377,54.5061308122,34.4149767201,132.51333363562378,6.6964944046,0.06944724282516355,0.2203744998261124,0.043841011399932545,0.1816262325,0.1457579322,0.0750332971,4157293690482.0,654062436569,0.0411946447,1.3659712358,0.27204371,1.0400597895,-5.794731358296051,2.3374634513609283,25774162292950.0,530878729.0,12.4933744177,2.2415165183,0.6359043599,9.3110295145,777.7668698607813,21659.4433292146,7.6134109821
FPT,2016,4,0.932214474,1.6059631094,0.40017016317561144,0.7728196730151282,1.4148991402,8.9012422523,45.12897147126196,58.3952753796,38.5763611253,142.10060797616197,6.2505056724,0.08191139767279194,0.22477609125385611,0.05331942805921744,0.184060042,0.0,0.0712485159,3981961763710.0,1015666362329,0.0430570506,1.2569762334,0.3450074687,0.9957083944,-9.907717029241299,2.6128953964134207,21443209493100.0,461640678.0,10.7203421164,2.2404298334,0.5424339196,4.9494572692,1432.1488049738114,20732.6287601462,6.37103354
FPT,2016,3,0.8506939198,1.4078474555,0.4079577959741777,0.7400976218456996,1.4695948127,8.5153078565,43.87428160905501,61.1208860806,34.0542674282,139.049435117855,5.9717720636,0.08131494327875954,0.2272184039344349,0.04795463505939282,0.1865348119,0.0,0.0777584165,3822588657564.0,793250718856,0.0447427293,1.3183112559,0.3258838604,1.0070909813,-7.605778780610452,2.4078474554737594,20532690567600.0,459344308.0,10.2904299035,2.2670496717,0.5456558903,5.8990477369,1018.4327629199663,19717.2565547542,6.3795771508
FPT,2016,2,0.8405240407,1.3229690618,0.41116618422348716,0.7365267648468841,1.5005588463,8.3200812977,42.27638977691038,61.6743427446,32.5813975452,136.53213006671038,5.9181822417,0.08140085920816635,0.21583352731285801,0.057599103973113124,0.18341493,0.0,0.0767210399,3583022405873.0,729231748851,0.0458715596,1.3378760312,0.2912694042,0.9851200923,-6.798909414633431,2.322969061802602,20027411828800.0,459344308.0,10.438951443,2.2084731812,0.5354700889,8.3503729932,1123.3470981336293,19742.1460090072,6.8288361751
FPT,2016,1,0.8422686975,1.3203316243,0.412132472699074,0.7184806730236732,1.5585957282,8.4526449636,40.8246287942115,60.9881375813,34.4379224644,136.2506888399115,5.984770391,0.060281362518265366,0.19915522472540687,0.040830248544387354,0.1821070916,0.0,0.0764924398,3574675631853.0,510373256560,0.0487804878,1.3485892366,0.264900039,0.9555901779,-7.999355283005301,2.3203316243453846,18833116628000.0,459344308.0,10.1284662732,1.8241772206,0.4686323635,10.7063157948,752.5728280124895,22475.8864090818,6.1484852148
FPT,2015,4,0.0,0.0,0.42553631282407595,0.6871011919628001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08066466984324454,0.20659122859826054,0.06338933237338201,0.0,0.0,0.0,0.0,842868586323,0.0411522634,0.0,0.0,0.0,-8.017088955357888,2.5528197871358973,19412594119800.0,399436093.0,10.0057374909,2.2514959793,0.51140011,16.7144977274,1658.2323370512238,21585.6481412549,6.404098345
FPT,2015,3,0.0,0.0,0.47911235835029387,0.6731902945814127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07321686314468966,0.20095554536246887,0.040836050904992933,0.0,0.0,0.0,0.0,697570991677,0.0426439232,0.0,0.0,0.0,-12.722679017945325,2.374323752893227,18640370481600.0,397449264.0,10.8065047947,2.2104266495,0.3632322352,13.5235218697,978.9022649945076,21217.6233082504,6.692839089
FPT,2015,2,0.0,0.0,0.4412522405732035,0.6699527864784754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08009905843621522,0.1931612877497919,0.04895012312428871,0.0,0.0,0.0,0.0,747207263848,0.0388349515,0.0,0.0,0.0,-11.383040085309123,2.2754053784415205,20468637096000.0,397449264.0,11.8530347627,2.412595698,0.3703537339,17.9178482916,1148.9093547623227,21346.3035027485,7.5787967007
FPT,2015,1,0.0,0.0,0.4763895788482275,0.565765869612351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07641484932329973,0.19553567124573237,0.04914213305228454,0.0,0.0,0.0,0.0,660337502954,0.0422832981,0.0,0.0,0.0,-16.168302885383437,2.6496158555505955,18799350187200.0,397449264.0,11.0772923824,1.941339278,0.3467949337,17.0522131971,1068.4655116105587,24364.6231940283,7.3134765714
FPT,2014,4,0.885497738,1.6934084286,0.48518244885994144,0.533978862276656,1.6229454636,9.4435354608,42.84276687650449,55.4059185691,36.1168906221,134.3655760677045,6.5877438625,0.041231789991778935,0.11531950117643945,0.02938259051153716,0.2158555798,0.0,0.0811399286,3172663135327.0,632214924948,0.0403225806,1.2992993994,0.4432400973,0.9490808827,-6.875429101717206,2.8646921740894493,17057153510400.0,343894224.0,10.4516293202,2.1560085235,0.5225098197,14.8195987179,1310.0798173743099,23005.4749125958,6.1732686086
FPT,2014,3,0.7025005393,1.4403071706,0.43897960094986876,0.5149987174027776,2.5455189327,14.331382013,28.359324329827064,33.0392530134,20.5516961739,81.95027351712706,11.0474652635,0.04231369877116346,0.1192131134147146,0.028870798416730584,0.2202925231,0.0,0.0908103558,2926429700958.0,570270811896,0.0412371134,1.3914158276,0.4533637336,1.018192744,-11.592225330740948,2.61452145043874,16678869864000.0,343894224.0,10.0953500974,2.1862942805,0.3601307401,38.1716014141,1131.4466125810825,22183.6558929847,6.089846138
FPT,2014,2,0.5297310517999999,1.1709829307,0.4434718347998203,0.5122300182706336,2.6166907443,14.3281131776,28.259718027236392,31.3700756029,18.4809269331,78.11072056323638,11.6352923282,0.05994763794147595,0.14543226940738965,0.04001582687313977,0.2177517904,0.0,0.0930091154,3074429581827.0,640565150553,0.0384615384,1.4800349088,0.4152309243,1.0642593093,-13.567760850413261,2.34143771240058,17882499648000.0,343894224.0,11.2212472962,2.3567382214,0.3988356879,22.2685772915,1243.3635904597222,22064.3937147633,6.3183560349
FPT,2014,1,0.6066838152,1.1500021521,0.4170795862979933,0.511297439180272,2.6238382004,14.5559982756,28.31438957540853,30.9744125792,17.562047288,76.85084944260853,11.7839200038,0.05009433149776222,0.12377094194565517,0.033266465656748276,0.2246915643,0.0,0.0971936459,3019047567588.0,544391214498,0.0400801603,1.5058460633,0.4747808611,1.0885505531,-15.332124873431296,2.303438290138064,17160321777600.0,343894224.0,10.6461298624,2.2656872229,0.3945998308,-57.20160294,1051.245871736421,22024.2227144588,6.1372848261
FPT,2013,4,0.593375727,1.2924308091,0.42353974428746605,0.48670149741577995,1.7009509097,9.4942545349,46.367053129816334,51.5013769884,34.0510631425,131.91949326071634,7.087189146,0.048909571502176695,0.1451787332276919,0.042009397202819924,0.2401280035,0.0,0.1011781861,3091107119426.0,551867578632,0.0425531914,1.4233778119,0.4635512705,1.0563057692,-16.61875790022522,2.443656974669405,19395916219500.0,275119379.0,12.0403469753,2.6906392684,0.7176260201,13.8253945387,1722.9246718421823,26201.9516424977,6.7506510947
FPT,2013,3,0.5420764651,1.1095016426,0.4257785474416745,0.4660749618111121,2.6841957231,14.4026744264,28.246375234764784,30.703610105,17.6561104195,76.60609575926478,11.887852886,0.04596127823024232,0.11216731628613104,0.02754777968124983,0.2379534229,0.0,0.1062861507,3058367629321.0,551562887781,0.04,1.5273427141,0.4759582901,1.1426612222,-16.335072920208688,2.275320662663901,13755968950000.0,275119379.0,8.6675507548,1.9924322382,0.3441661687,25.3426019933,1201.6233440647595,25094.9563258792,4.9438405834
FPT,2013,2,0.5110097808,1.0627016724,0.4003470996805938,0.47186089354092,2.5852378256,14.6058090419,27.96644999518066,31.8975071946,17.7383455631,77.60230275288066,11.4429004678,0.07290287110660885,0.14622154884356303,0.047639128202394986,0.2460781746,0.0,0.10866635,2980853142208.0,680662144290,0.0444444444,1.572402642,0.492150244,1.1528915835,-22.73702176240896,2.2208587284384604,12380372055000.0,275119379.0,7.8518400007,1.771731363,0.3271931369,49.7399300561,1616.7005571933921,25398.8843565333,4.6121607876
FPT,2013,1,0.443069726,0.9992586082,0.42041093343290564,0.44074159363195614,2.6585934826,15.6849741212,26.01840770805332,31.6146354967,15.3474484059,72.98049161065332,11.5452857281,0.06410132880501013,0.1385635236591096,0.04161201899122865,0.2497580693,0.0,0.1085234676,3099733991994.0,551979062724,0.0464037122,1.5762018512,0.4384745015,1.0976996952,-15.512956659341242,2.153371687346669,11857645234900.0,275119379.0,7.5467254396,1.8078078712,0.3106684426,309.1434189582,1302.426361125219,23841.0290638449,4.1265651835
FPT,2007,2,0.0,0.0,0.18632382981108037,0.12975107229075844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046048561929641345,0.09245363612456696,0.03474500108277257,0.0,0.0,0.0,0.0,279540664391,0.0,0.0,0.0,0.0,-25.225757760255913,2.0128305401370667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FPT,2007,1,0.0,0.0,0.1920400504236813,0.11390721099074498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029264400280595137,0.07114425092934402,0.027376059751463795,0.0,0.0,0.0,0.0,165741410239,0.0,0.0,0.0,0.0,-17.246785240632708,1.9610706226260497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
